filepath,mel_path,label,group,split,orig_filepath,aug_type,mic_type,experiment,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_105.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_105_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_483.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_483_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_279.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_279_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_518.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_518_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_043.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_043_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_501.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_501_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_314.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_314_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_524.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_524_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_574.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_574_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_323.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_323_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_187.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_187_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02029.wav,D:\dataset\mels\medianamente_desgastado\B02029_mel.npy,medianamente_desgastado,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_087.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_087_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_572.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_572_mel.npy,desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_292.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_292_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_202.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_202_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_455.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_455_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_050.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_050_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_554.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_554_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_177.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_177_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_391.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_391_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_041.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_041_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_475.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_475_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_137.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_137_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02008.wav,D:\dataset\mels\medianamente_desgastado\B02008_mel.npy,sin_desgaste,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_201.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_201_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_052.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_052_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_442.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_442_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_395.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_395_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_226.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_226_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02033.wav,D:\dataset\mels\medianamente_desgastado\B02033_mel.npy,medianamente_desgastado,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_307.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_307_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_582.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_582_mel.npy,desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_395.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_395_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_313.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_313_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02097.wav,D:\dataset\mels\medianamente_desgastado\B02097_mel.npy,desgastado,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_338.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_338_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_546.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_546_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_530.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_530_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_263.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_263_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_577.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_577_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_027.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_027_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_167.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_167_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_416.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_416_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_158.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_158_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_499.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_499_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_515.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_515_mel.npy,desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_534.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_534_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_159.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_159_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_032.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_032_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_366.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_366_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_255.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_255_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_002.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_002_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_183.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_183_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_515.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_515_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_213.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_213_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_298.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_298_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_273.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_273_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_507.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_507_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_037.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_037_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_355.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_355_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_153.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_153_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_557.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_557_mel.npy,desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_079.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_079_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
